TransactionID,Items
1487,"snack products, processed cheese, canned beer, baby cosmetics, frozen potato products, syrup"
1488,"processed cheese, snack products, sparkling wine"
1489,"specialty cheese, cream cheese"
1490,"frozen fish, bags, baby cosmetics"
1491,"cream, frozen potato products"
1492,"finished products, rice, hard cheese"
1493,"cream cheese, abrasive cleaner"
1494,"semi-finished bread, organic products, brandy, butter milk, tropical fruit, misc. beverages, whipped/sour cream"
1495,"cream, sparkling wine"
1496,"frozen potato products, frozen fish, chicken, rice, semi-finished bread, liver loaf"
1497,"bottled beer, organic products, cream, salt, semi-finished bread, curd, frozen potato products"
1498,"prosecco, semi-finished bread, processed cheese"
1499,"syrup, rice, prosecco, bottled beer"
1500,"syrup, bags, cream cheese"
1501,"syrup, canned beer, semi-finished bread, abrasive cleaner, cream, prosecco"
1502,"specialty cheese, syrup, prosecco, rice, decalcifier, canned beer"
1503,"prosecco, misc. beverages, butter milk, cream, syrup, tropical fruit, brandy"
1504,"frozen potato products, abrasive cleaner, canned beer, butter milk, cream cheese"
1505,"decalcifier, bottled beer, organic products, liver loaf"
1506,"hard cheese, abrasive cleaner"
1507,"semi-finished bread, abrasive cleaner, organic products, specialty cheese, curd, liver loaf, snack products"
1508,"bottled beer, decalcifier, cream"
1509,"hard cheese, semi-finished bread"
1510,"rice, abrasive cleaner, hard cheese, specialty cheese, finished products"
1511,"cream, tropical fruit, abrasive cleaner, finished products, bottled beer, syrup, organic products"
1512,"snack products, curd"
1513,"sparkling wine, rice, semi-finished bread"
1514,"butter milk, cream, syrup"
1515,"baby cosmetics, prosecco, bags, decalcifier, tropical fruit, whipped/sour cream"
1516,"semi-finished bread, cream cheese"
1517,"finished products, salt, misc. beverages"
1518,"frozen fish, processed cheese, finished products, frozen potato products, whipped/sour cream, liver loaf, specialty cheese"
1519,"frozen fish, abrasive cleaner, canned beer, decalcifier, snack products, butter milk, tropical fruit"
1520,"bags, whipped/sour cream"
1521,"brandy, decalcifier, syrup"
1522,"baby cosmetics, snack products, butter milk"
1523,"abrasive cleaner, tropical fruit, salt, specialty cheese, whipped/sour cream, finished products"
1524,"syrup, chicken, prosecco, liver loaf, decalcifier, curd, cream"
1525,"finished products, specialty cheese, abrasive cleaner, cream cheese, curd, bottled beer"
1526,"whipped/sour cream, processed cheese, canned beer, finished products, liver loaf, cream cheese, curd"
1527,"butter milk, decalcifier, finished products"
1528,"prosecco, chicken, frozen fish, bags, snack products, specialty cheese"
1529,"syrup, butter milk, baby cosmetics, sparkling wine, specialty cheese, bags, frozen fish"
1530,"bags, frozen potato products, frozen fish, cream, decalcifier"
1531,"prosecco, brandy, processed cheese, whipped/sour cream, canned beer, curd"
1532,"cream, semi-finished bread, hard cheese, frozen fish"
1533,"processed cheese, bags, butter milk"
1534,"prosecco, whipped/sour cream"
1535,"brandy, sparkling wine, bags, misc. beverages, cream"
1536,"cream, prosecco, finished products, decalcifier, specialty cheese, liver loaf"
1537,"frozen potato products, cream"
1538,"specialty cheese, hard cheese, canned beer, chicken, cream"
1539,"hard cheese, whipped/sour cream, brandy, snack products, liver loaf"
1540,"chicken, curd, butter milk, decalcifier, brandy, specialty cheese, liver loaf"
1541,"decalcifier, salt"
1542,"syrup, curd, decalcifier, salt, tropical fruit, brandy, bags"
1543,"butter milk, misc. beverages, organic products, sparkling wine, bottled beer, rice, tropical fruit"
1544,"tropical fruit, salt, rice, syrup, semi-finished bread, curd, decalcifier"
1545,"finished products, semi-finished bread, frozen potato products, misc. beverages"
1546,"bottled beer, misc. beverages, canned beer, processed cheese, chicken"
1547,"specialty cheese, snack products"
1548,"sparkling wine, frozen potato products, salt, finished products, bottled beer, prosecco, decalcifier"
1549,"bags, brandy, cream, sparkling wine, abrasive cleaner, tropical fruit, cream cheese"
1550,"bags, organic products"
1551,"tropical fruit, butter milk, abrasive cleaner, whipped/sour cream, canned beer"
1552,"chicken, butter milk, curd, bags, snack products, organic products, salt"
1553,"rice, bags, salt, abrasive cleaner, brandy, prosecco, syrup"
1554,"snack products, cream cheese"
1555,"hard cheese, brandy"
1556,"brandy, bags"
1557,"misc. beverages, sparkling wine"
1558,"sparkling wine, organic products, butter milk, whipped/sour cream, prosecco, cream cheese"
1559,"bags, frozen fish, syrup, curd, specialty cheese"
1560,"rice, snack products, salt, organic products, semi-finished bread, whipped/sour cream, chicken"
1561,"decalcifier, snack products, specialty cheese, tropical fruit, salt"
1562,"prosecco, bottled beer, rice"
1563,"tropical fruit, syrup, frozen potato products"
1564,"frozen fish, finished products, canned beer, prosecco, tropical fruit"
1565,"snack products, sparkling wine, baby cosmetics, chicken, brandy, organic products, frozen fish"
1566,"syrup, chicken, decalcifier, cream, semi-finished bread, processed cheese, bags"
1567,"misc. beverages, finished products, sparkling wine, salt"
1568,"decalcifier, rice"
1569,"bags, chicken, liver loaf, baby cosmetics, butter milk, prosecco"
1570,"chicken, sparkling wine"
1571,"baby cosmetics, canned beer, rice, semi-finished bread, whipped/sour cream, abrasive cleaner"
1572,"liver loaf, brandy, chicken, processed cheese, rice, decalcifier"
1573,"sparkling wine, frozen fish, chicken, baby cosmetics, salt, finished products"
1574,"misc. beverages, decalcifier, rice, prosecco, brandy"
1575,"semi-finished bread, syrup, cream cheese"
1576,"prosecco, liver loaf, finished products, brandy, canned beer, snack products"
1577,"misc. beverages, finished products, semi-finished bread, frozen fish"
1578,"sparkling wine, frozen potato products, salt, rice"
1579,"baby cosmetics, syrup"
1580,"curd, frozen fish, cream, prosecco"
1581,"bags, cream, tropical fruit"
1582,"prosecco, misc. beverages, butter milk, chicken, hard cheese, rice, organic products"
1583,"baby cosmetics, chicken"
1584,"curd, salt, syrup"
1585,"liver loaf, frozen potato products, tropical fruit, curd, sparkling wine"
1586,"brandy, bottled beer, prosecco, rice, frozen potato products"
1587,"cream cheese, chicken, salt"
1588,"organic products, hard cheese, tropical fruit, whipped/sour cream, bottled beer, finished products"
1589,"cream cheese, chicken, cream, bags, finished products"
1590,"frozen potato products, tropical fruit, processed cheese"
1591,"syrup, rice, whipped/sour cream, decalcifier, processed cheese, specialty cheese"
1592,"hard cheese, bottled beer, liver loaf, tropical fruit"
1593,"organic products, misc. beverages"
1594,"chicken, butter milk, finished products, syrup, abrasive cleaner, brandy, whipped/sour cream"
1595,"prosecco, salt, chicken, cream"
1596,"syrup, bags, snack products, liver loaf, decalcifier, abrasive cleaner"
1597,"cream cheese, chicken, bags, whipped/sour cream, tropical fruit, organic products, abrasive cleaner"
1598,"cream, canned beer, frozen potato products, bags, snack products"
1599,"brandy, whipped/sour cream"
1600,"tropical fruit, butter milk, rice, cream cheese, snack products, sparkling wine"
1601,"abrasive cleaner, hard cheese, finished products, frozen fish, semi-finished bread, processed cheese"
1602,"finished products, frozen potato products, bags"
1603,"finished products, liver loaf"
1604,"abrasive cleaner, rice, canned beer, cream"
1605,"rice, curd, whipped/sour cream, bottled beer"
1606,"hard cheese, cream cheese, bags, abrasive cleaner, syrup"
1607,"decalcifier, syrup, finished products, rice, semi-finished bread, bags"
1608,"processed cheese, canned beer, whipped/sour cream, brandy, bags, misc. beverages, finished products"
1609,"syrup, curd"
1610,"hard cheese, syrup, tropical fruit, misc. beverages"
1611,"processed cheese, baby cosmetics"
1612,"baby cosmetics, bags, frozen fish, tropical fruit, chicken"
1613,"whipped/sour cream, semi-finished bread, processed cheese, cream, misc. beverages"
1614,"processed cheese, rice, sparkling wine, baby cosmetics"
1615,"baby cosmetics, frozen potato products, tropical fruit, bottled beer, rice, decalcifier"
1616,"chicken, sparkling wine, finished products, prosecco, butter milk"
1617,"canned beer, decalcifier"
1618,"hard cheese, finished products"
1619,"specialty cheese, baby cosmetics, abrasive cleaner, bottled beer, butter milk, semi-finished bread, rice"
1620,"snack products, frozen potato products, decalcifier"
1621,"rice, cream, brandy, sparkling wine, salt"
1622,"frozen fish, baby cosmetics, semi-finished bread, cream, rice, whipped/sour cream, finished products"
1623,"chicken, frozen fish, canned beer, bags, tropical fruit, frozen potato products, baby cosmetics"
1624,"frozen potato products, prosecco, rice, cream"
1625,"sparkling wine, bottled beer, prosecco"
1626,"baby cosmetics, processed cheese, organic products, liver loaf"
1627,"tropical fruit, specialty cheese, processed cheese, syrup, hard cheese, chicken, abrasive cleaner"
1628,"curd, misc. beverages, sparkling wine, brandy, frozen fish, tropical fruit, abrasive cleaner"
1629,"snack products, prosecco, brandy, frozen fish, semi-finished bread, baby cosmetics, sparkling wine"
1630,"chicken, canned beer, prosecco, decalcifier, frozen fish"
1631,"bottled beer, snack products, butter milk, baby cosmetics"
1632,"bags, misc. beverages, decalcifier, chicken, cream, specialty cheese, snack products"
1633,"chicken, decalcifier, misc. beverages, semi-finished bread, frozen potato products"
1634,"bottled beer, misc. beverages, cream, chicken, abrasive cleaner, decalcifier, bags"
1635,"bottled beer, rice, prosecco, tropical fruit, canned beer, chicken"
1636,"frozen fish, cream, liver loaf, decalcifier"
1637,"bags, abrasive cleaner, curd, cream"
1638,"frozen potato products, rice, cream cheese, semi-finished bread"
1639,"frozen fish, cream, prosecco, sparkling wine, misc. beverages, curd, baby cosmetics"
1640,"liver loaf, frozen fish, misc. beverages"
1641,"tropical fruit, specialty cheese, organic products"
1642,"baby cosmetics, cream, sparkling wine, frozen potato products, cream cheese"
1643,"bags, frozen fish, abrasive cleaner, curd, brandy, butter milk, salt"
1644,"specialty cheese, liver loaf, salt"
1645,"baby cosmetics, semi-finished bread, frozen fish, prosecco, cream, syrup"
1646,"organic products, brandy, hard cheese"
1647,"tropical fruit, liver loaf, snack products, brandy, frozen fish, salt, curd"
1648,"whipped/sour cream, curd"
1649,"prosecco, tropical fruit, specialty cheese, syrup, butter milk, rice, bottled beer"
1650,"baby cosmetics, tropical fruit"
1651,"sparkling wine, semi-finished bread"
1652,"bottled beer, organic products, frozen potato products, semi-finished bread, butter milk, whipped/sour cream"
1653,"misc. beverages, curd, tropical fruit, frozen potato products"
1654,"salt, frozen potato products, organic products, butter milk, rice"
1655,"syrup, frozen potato products, chicken, semi-finished bread"
1656,"sparkling wine, baby cosmetics"
1657,"bottled beer, semi-finished bread, butter milk, liver loaf"
1658,"processed cheese, cream, baby cosmetics, prosecco"
1659,"tropical fruit, bags, frozen potato products"
1660,"semi-finished bread, syrup, bags, baby cosmetics, whipped/sour cream, curd, canned beer"
1661,"liver loaf, salt, processed cheese, abrasive cleaner, baby cosmetics, cream"
1662,"bags, sparkling wine, butter milk"
1663,"semi-finished bread, syrup"
1664,"organic products, snack products, salt"
1665,"bags, hard cheese, cream, brandy"
1666,"brandy, frozen fish, cream cheese, syrup, semi-finished bread, salt"
1667,"finished products, bottled beer, decalcifier, whipped/sour cream"
1668,"finished products, baby cosmetics"
1669,"cream cheese, brandy, frozen fish, tropical fruit, canned beer"
1670,"sparkling wine, processed cheese, snack products, misc. beverages, hard cheese, prosecco, canned beer"
1671,"finished products, butter milk, semi-finished bread"
1672,"curd, processed cheese, cream cheese"
1673,"finished products, abrasive cleaner"
1674,"tropical fruit, finished products, sparkling wine, abrasive cleaner, processed cheese, liver loaf, organic products"
1675,"baby cosmetics, misc. beverages"
1676,"cream cheese, decalcifier, processed cheese, curd, hard cheese, butter milk"
1677,"cream, processed cheese, whipped/sour cream, hard cheese, misc. beverages, tropical fruit, frozen potato products"
1678,"abrasive cleaner, specialty cheese, bags, decalcifier"
1679,"frozen potato products, bottled beer, curd, cream, canned beer, liver loaf, organic products"
1680,"bottled beer, semi-finished bread, cream, whipped/sour cream, liver loaf, hard cheese, decalcifier"
1681,"bags, baby cosmetics, whipped/sour cream, syrup, specialty cheese"
1682,"cream, prosecco, chicken, canned beer, liver loaf, finished products, frozen potato products"
1683,"curd, specialty cheese, semi-finished bread"
1684,"decalcifier, cream cheese, frozen potato products, canned beer, organic products, syrup"
1685,"rice, abrasive cleaner, prosecco"
1686,"syrup, frozen potato products"
1687,"rice, butter milk, finished products, frozen potato products, abrasive cleaner, hard cheese, chicken"
1688,"rice, processed cheese, frozen potato products, prosecco"
1689,"baby cosmetics, organic products, abrasive cleaner, frozen potato products"
1690,"rice, specialty cheese, butter milk"
1691,"cream cheese, bags, tropical fruit, syrup, cream, butter milk"
1692,"whipped/sour cream, hard cheese, liver loaf, butter milk"
1693,"cream cheese, chicken, curd, prosecco, baby cosmetics, cream, misc. beverages"
1694,"misc. beverages, cream"
1695,"salt, frozen fish, abrasive cleaner, processed cheese, whipped/sour cream, curd, butter milk"
1696,"finished products, curd, cream cheese"
1697,"liver loaf, decalcifier"
1698,"decalcifier, whipped/sour cream, cream cheese, salt, bottled beer"
1699,"processed cheese, bottled beer, chicken, salt, finished products"
1700,"misc. beverages, brandy"
1701,"decalcifier, finished products, baby cosmetics, curd, frozen fish"
1702,"syrup, abrasive cleaner"
1703,"bottled beer, specialty cheese, abrasive cleaner, bags, frozen fish"
1704,"canned beer, processed cheese, semi-finished bread, specialty cheese"
1705,"finished products, rice, misc. beverages"
1706,"organic products, abrasive cleaner, bottled beer, butter milk, prosecco"
1707,"specialty cheese, sparkling wine, whipped/sour cream, brandy"
1708,"baby cosmetics, whipped/sour cream, cream"
1709,"prosecco, decalcifier, salt, bottled beer, cream"
1710,"decalcifier, cream, chicken, frozen potato products"
1711,"rice, frozen potato products, whipped/sour cream, semi-finished bread, decalcifier"
1712,"bags, organic products, finished products, curd, liver loaf"
1713,"frozen fish, rice, bottled beer, semi-finished bread, chicken, brandy, curd"
1714,"hard cheese, bottled beer"
1715,"canned beer, brandy, frozen potato products, liver loaf"
1716,"frozen potato products, finished products"
1717,"snack products, decalcifier, canned beer"
1718,"semi-finished bread, cream"
1719,"chicken, abrasive cleaner, misc. beverages, semi-finished bread, prosecco"
1720,"misc. beverages, cream, butter milk, whipped/sour cream, specialty cheese"
1721,"processed cheese, abrasive cleaner, chicken"
1722,"bottled beer, finished products, curd, canned beer, brandy, cream"
1723,"whipped/sour cream, chicken, specialty cheese, canned beer, rice, salt"
1724,"finished products, hard cheese"
1725,"specialty cheese, prosecco"
1726,"misc. beverages, syrup, organic products, rice"
1727,"butter milk, hard cheese, bags, canned beer, rice, cream cheese, chicken"
1728,"prosecco, sparkling wine"
1729,"cream, whipped/sour cream, abrasive cleaner, specialty cheese, misc. beverages"
1730,"hard cheese, butter milk, salt"
1731,"hard cheese, snack products, canned beer, bottled beer, misc. beverages"
1732,"whipped/sour cream, specialty cheese, bags, brandy, tropical fruit, semi-finished bread, abrasive cleaner"
1733,"bags, baby cosmetics, frozen fish, organic products, liver loaf, specialty cheese, salt"
1734,"organic products, decalcifier, tropical fruit, butter milk, semi-finished bread, baby cosmetics, canned beer"
1735,"salt, processed cheese, baby cosmetics, chicken"
1736,"abrasive cleaner, butter milk"
1737,"bags, salt, whipped/sour cream, cream, processed cheese, frozen potato products, butter milk"
1738,"canned beer, semi-finished bread, baby cosmetics, finished products, frozen fish, hard cheese, frozen potato products"
1739,"syrup, abrasive cleaner, organic products, prosecco, salt, cream cheese"
1740,"decalcifier, rice, liver loaf"
1741,"semi-finished bread, decalcifier"
1742,"curd, bags, prosecco"
1743,"curd, finished products, organic products, specialty cheese, processed cheese, liver loaf"
1744,"processed cheese, finished products, frozen fish, baby cosmetics, bags, chicken"
1745,"butter milk, abrasive cleaner, canned beer, frozen potato products, frozen fish, organic products, bottled beer"
1746,"salt, frozen fish, rice, whipped/sour cream, organic products, decalcifier, finished products"
1747,"salt, cream, misc. beverages, semi-finished bread, brandy"
1748,"cream, bags, misc. beverages, decalcifier, bottled beer, finished products"
1749,"processed cheese, curd"
1750,"canned beer, curd, baby cosmetics, prosecco, whipped/sour cream, chicken"
1751,"salt, snack products, chicken, hard cheese, frozen potato products"
1752,"baby cosmetics, hard cheese, frozen potato products, snack products"
1753,"processed cheese, butter milk, baby cosmetics, canned beer, liver loaf, sparkling wine, decalcifier"
1754,"cream cheese, semi-finished bread, abrasive cleaner, decalcifier, snack products, whipped/sour cream"
1755,"syrup, misc. beverages, liver loaf, snack products, decalcifier"
1756,"processed cheese, frozen potato products, liver loaf, rice"
1757,"baby cosmetics, tropical fruit, organic products, finished products, chicken"
1758,"brandy, whipped/sour cream, bags"
1759,"processed cheese, frozen potato products, chicken, butter milk, liver loaf"
1760,"snack products, hard cheese, specialty cheese, sparkling wine"
1761,"misc. beverages, tropical fruit, salt, liver loaf"
1762,"abrasive cleaner, liver loaf"
1763,"frozen fish, cream cheese, tropical fruit, syrup, canned beer, decalcifier, snack products"
1764,"finished products, tropical fruit, bags"
1765,"bottled beer, tropical fruit, rice, canned beer"
1766,"misc. beverages, abrasive cleaner, organic products, rice, brandy, canned beer, frozen potato products"
1767,"canned beer, rice, whipped/sour cream, abrasive cleaner, finished products, bottled beer"
1768,"liver loaf, chicken, misc. beverages, bottled beer, prosecco"
1769,"misc. beverages, prosecco"
1770,"misc. beverages, abrasive cleaner, canned beer, prosecco, liver loaf, cream, cream cheese"
1771,"bottled beer, butter milk, organic products"
1772,"salt, syrup, snack products, semi-finished bread, hard cheese"
1773,"cream cheese, chicken, decalcifier, bags"
1774,"snack products, tropical fruit"
1775,"processed cheese, cream cheese, salt, semi-finished bread, butter milk, chicken, organic products"
1776,"abrasive cleaner, canned beer, specialty cheese, hard cheese, snack products, cream cheese"
1777,"sparkling wine, snack products"
1778,"prosecco, whipped/sour cream, bottled beer"
1779,"hard cheese, bags, rice"
1780,"bottled beer, snack products, whipped/sour cream, tropical fruit, finished products, frozen fish, frozen potato products"
1781,"tropical fruit, sparkling wine, butter milk, hard cheese"
1782,"rice, salt, canned beer, processed cheese, whipped/sour cream, misc. beverages"
1783,"bottled beer, salt, hard cheese, rice"
1784,"liver loaf, specialty cheese, chicken, hard cheese, bags, curd"
1785,"specialty cheese, cream, prosecco, semi-finished bread, frozen potato products, salt, rice"
1786,"cream, prosecco, brandy"
1787,"liver loaf, abrasive cleaner"
1788,"misc. beverages, syrup, whipped/sour cream"
1789,"tropical fruit, cream cheese"
1790,"bottled beer, snack products"
1791,"rice, finished products, semi-finished bread"
1792,"hard cheese, abrasive cleaner, frozen fish, butter milk"
1793,"sparkling wine, decalcifier"
1794,"frozen fish, cream, prosecco, syrup, finished products, liver loaf, decalcifier"
1795,"abrasive cleaner, cream cheese, snack products, butter milk, semi-finished bread, prosecco, cream"
1796,"snack products, processed cheese, liver loaf, whipped/sour cream, cream, finished products, syrup"
1797,"semi-finished bread, snack products, organic products, frozen potato products, syrup, hard cheese, abrasive cleaner"
1798,"bags, hard cheese, chicken, liver loaf"
1799,"cream, hard cheese, finished products, sparkling wine, baby cosmetics, decalcifier"
1800,"abrasive cleaner, whipped/sour cream, curd, baby cosmetics, decalcifier, sparkling wine"
1801,"organic products, tropical fruit, specialty cheese, syrup, cream"
1802,"brandy, finished products, organic products, cream cheese, frozen potato products, processed cheese, sparkling wine"
1803,"bottled beer, whipped/sour cream, chicken, salt, frozen fish, finished products"
1804,"specialty cheese, liver loaf"
1805,"canned beer, butter milk, specialty cheese, curd, bottled beer"
1806,"brandy, abrasive cleaner, processed cheese, bottled beer, snack products"
1807,"bags, hard cheese, curd"
1808,"cream cheese, bags, processed cheese, specialty cheese, cream, syrup"
1809,"sparkling wine, specialty cheese, bags, processed cheese"
1810,"whipped/sour cream, brandy, misc. beverages, organic products, rice, tropical fruit, cream"
1811,"sparkling wine, organic products, processed cheese, frozen fish, decalcifier"
1812,"snack products, brandy, frozen fish, bottled beer, bags, frozen potato products, sparkling wine"
1813,"prosecco, curd, tropical fruit, specialty cheese"
1814,"bottled beer, rice, finished products"
1815,"rice, frozen potato products, hard cheese, snack products, semi-finished bread, sparkling wine, curd"
1816,"processed cheese, cream cheese, liver loaf, frozen fish, tropical fruit, salt"
1817,"liver loaf, frozen fish, decalcifier, abrasive cleaner, organic products, sparkling wine"
1818,"bottled beer, specialty cheese, canned beer"
1819,"hard cheese, specialty cheese, tropical fruit, chicken"
1820,"snack products, specialty cheese, canned beer, cream, frozen potato products, brandy, liver loaf"
1821,"frozen fish, hard cheese"
1822,"canned beer, chicken"
1823,"cream cheese, sparkling wine, processed cheese, cream, bottled beer"
1824,"misc. beverages, liver loaf, whipped/sour cream, canned beer, chicken"
1825,"specialty cheese, curd, cream"
1826,"frozen fish, tropical fruit"
1827,"processed cheese, specialty cheese, rice, chicken, butter milk, cream cheese"
1828,"organic products, cream cheese, bags"
1829,"frozen potato products, chicken, whipped/sour cream, prosecco, bottled beer, hard cheese"
1830,"liver loaf, semi-finished bread, tropical fruit"
1831,"canned beer, liver loaf, prosecco, semi-finished bread"
1832,"butter milk, curd, chicken, decalcifier, finished products, cream"
1833,"organic products, decalcifier"
1834,"curd, liver loaf, rice"
1835,"prosecco, brandy, frozen fish, liver loaf, bags, sparkling wine, processed cheese"
1836,"processed cheese, whipped/sour cream, specialty cheese, canned beer, tropical fruit"
1837,"abrasive cleaner, baby cosmetics"
1838,"baby cosmetics, salt, curd, abrasive cleaner, sparkling wine"
1839,"specialty cheese, whipped/sour cream"
1840,"baby cosmetics, syrup, frozen fish, bags"
1841,"frozen fish, butter milk, salt, liver loaf, cream"
1842,"abrasive cleaner, bottled beer, butter milk, whipped/sour cream, chicken"
1843,"frozen potato products, cream cheese, frozen fish, finished products, rice"
1844,"hard cheese, cream cheese, snack products, frozen fish, whipped/sour cream, canned beer"
1845,"processed cheese, baby cosmetics, cream cheese, sparkling wine"
1846,"baby cosmetics, abrasive cleaner, syrup"
1847,"brandy, whipped/sour cream, curd, butter milk"
1848,"brandy, whipped/sour cream"
1849,"decalcifier, chicken, salt"
1850,"frozen potato products, syrup"
1851,"tropical fruit, frozen fish, whipped/sour cream, bags, hard cheese"
1852,"brandy, semi-finished bread, frozen fish, sparkling wine, abrasive cleaner, rice, finished products"
1853,"hard cheese, salt, misc. beverages, decalcifier, cream cheese"
1854,"finished products, whipped/sour cream, cream cheese, baby cosmetics, rice"
1855,"curd, bottled beer, abrasive cleaner, brandy, butter milk"
1856,"bags, finished products, hard cheese"
1857,"butter milk, cream, salt, rice, processed cheese, curd"
1858,"butter milk, hard cheese, whipped/sour cream, tropical fruit, decalcifier"
1859,"tropical fruit, whipped/sour cream, misc. beverages, frozen potato products"
1860,"sparkling wine, misc. beverages, butter milk, prosecco"
1861,"organic products, specialty cheese, salt"
1862,"frozen fish, canned beer"
1863,"abrasive cleaner, curd, decalcifier, snack products, rice"
1864,"snack products, cream cheese, curd, tropical fruit, organic products, rice"
1865,"prosecco, cream, rice, bags"
1866,"baby cosmetics, tropical fruit, cream, butter milk, finished products"
1867,"brandy, rice, curd, decalcifier"
1868,"semi-finished bread, prosecco, whipped/sour cream, canned beer, cream, sparkling wine, decalcifier"
1869,"sparkling wine, canned beer, whipped/sour cream"
1870,"abrasive cleaner, hard cheese, organic products, prosecco"
1871,"decalcifier, abrasive cleaner"
1872,"curd, canned beer, sparkling wine, frozen potato products, cream cheese"
1873,"rice, curd, salt, specialty cheese, decalcifier, syrup"
1874,"prosecco, misc. beverages, salt, abrasive cleaner, decalcifier, chicken, baby cosmetics"
1875,"snack products, sparkling wine, organic products, decalcifier, liver loaf"
1876,"misc. beverages, frozen fish, canned beer, bottled beer, decalcifier, specialty cheese, abrasive cleaner"
1877,"salt, misc. beverages, rice, syrup, prosecco, chicken"
1878,"butter milk, decalcifier"
1879,"specialty cheese, whipped/sour cream, chicken, rice"
1880,"butter milk, brandy, misc. beverages, sparkling wine"
1881,"chicken, canned beer, curd, syrup, frozen potato products, liver loaf, bags"
1882,"tropical fruit, snack products, butter milk, misc. beverages, whipped/sour cream, processed cheese"
1883,"cream cheese, decalcifier"
1884,"specialty cheese, prosecco, baby cosmetics"
1885,"whipped/sour cream, rice, syrup, processed cheese"
1886,"salt, bottled beer, butter milk, frozen fish, hard cheese, semi-finished bread"
1887,"abrasive cleaner, bottled beer, prosecco, hard cheese, baby cosmetics, salt"
1888,"cream, decalcifier, chicken"
1889,"rice, salt, liver loaf, bottled beer, snack products, frozen potato products, whipped/sour cream"
1890,"hard cheese, specialty cheese, decalcifier, organic products, frozen potato products"
1891,"canned beer, salt, butter milk"
1892,"bags, cream, abrasive cleaner, processed cheese, organic products, frozen potato products"
1893,"cream, abrasive cleaner, baby cosmetics, whipped/sour cream"
1894,"butter milk, snack products, prosecco"
1895,"finished products, curd"
1896,"processed cheese, syrup, organic products, chicken"
1897,"whipped/sour cream, snack products, finished products, sparkling wine, curd, salt"
1898,"finished products, abrasive cleaner, rice, frozen fish"
1899,"sparkling wine, organic products, semi-finished bread, brandy"
1900,"prosecco, syrup"
1901,"decalcifier, abrasive cleaner"
1902,"bags, bottled beer, semi-finished bread, hard cheese, syrup, cream cheese"
1903,"cream, bags, decalcifier, processed cheese, liver loaf, canned beer"
1904,"hard cheese, rice, frozen potato products, cream, liver loaf, brandy"
1905,"cream, hard cheese, whipped/sour cream, canned beer"
1906,"brandy, sparkling wine, finished products, bags, snack products, abrasive cleaner"
1907,"snack products, bottled beer, curd, baby cosmetics, chicken, misc. beverages, frozen fish"
1908,"cream cheese, sparkling wine, organic products"
1909,"cream cheese, chicken, liver loaf, salt, frozen fish"
1910,"organic products, snack products, chicken, frozen potato products"
1911,"canned beer, curd"
1912,"canned beer, frozen fish, misc. beverages, bags, bottled beer, prosecco"
1913,"cream, finished products, whipped/sour cream, sparkling wine, organic products"
1914,"finished products, brandy"
1915,"misc. beverages, snack products, frozen fish, liver loaf"
1916,"cream, sparkling wine, semi-finished bread"
1917,"finished products, cream cheese"
1918,"bottled beer, bags"
1919,"sparkling wine, chicken, butter milk, whipped/sour cream, prosecco, cream, frozen fish"
1920,"organic products, whipped/sour cream, semi-finished bread, processed cheese, butter milk"
1921,"specialty cheese, frozen potato products"
1922,"abrasive cleaner, butter milk, salt, processed cheese"
1923,"misc. beverages, cream, brandy"
1924,"salt, organic products, prosecco, bags, cream, frozen fish, liver loaf"
1925,"bags, rice, whipped/sour cream, frozen fish, specialty cheese, snack products, prosecco"
1926,"liver loaf, semi-finished bread, frozen potato products"
1927,"semi-finished bread, bags"
1928,"tropical fruit, semi-finished bread, misc. beverages"
1929,"bottled beer, sparkling wine, syrup"
1930,"salt, frozen potato products, semi-finished bread, chicken, liver loaf"
1931,"finished products, semi-finished bread, rice, brandy, butter milk, abrasive cleaner"
1932,"rice, canned beer, whipped/sour cream"
1933,"prosecco, chicken, liver loaf, canned beer, brandy"
1934,"baby cosmetics, decalcifier, frozen potato products, processed cheese, sparkling wine, salt"
1935,"abrasive cleaner, rice, salt, butter milk, finished products, organic products, snack products"
1936,"frozen potato products, chicken, hard cheese, misc. beverages, syrup"
1937,"butter milk, finished products, curd, cream, hard cheese, snack products"
1938,"rice, hard cheese"
1939,"bags, whipped/sour cream, hard cheese, liver loaf"
1940,"syrup, sparkling wine, canned beer, semi-finished bread, rice, decalcifier, misc. beverages"
1941,"brandy, butter milk, cream cheese"
1942,"sparkling wine, prosecco, cream, syrup, processed cheese, chicken, bottled beer"
1943,"hard cheese, tropical fruit, baby cosmetics, semi-finished bread, specialty cheese, snack products"
1944,"sparkling wine, finished products, liver loaf, canned beer, semi-finished bread, abrasive cleaner, misc. beverages"
1945,"snack products, whipped/sour cream, misc. beverages, bags, organic products, butter milk, frozen potato products"
1946,"cream cheese, finished products, cream, organic products, whipped/sour cream, sparkling wine"
1947,"canned beer, butter milk, chicken, frozen potato products, hard cheese"
1948,"tropical fruit, bottled beer, misc. beverages, butter milk"
1949,"brandy, syrup, semi-finished bread, prosecco, bags, specialty cheese, tropical fruit"
1950,"prosecco, bottled beer"
1951,"decalcifier, sparkling wine"
1952,"prosecco, organic products, abrasive cleaner, cream cheese, cream"
1953,"finished products, salt, baby cosmetics, processed cheese"
1954,"whipped/sour cream, syrup, canned beer, liver loaf, curd, cream cheese"
